      W(GeV)       theta(degrees)  [diff](nb)
    0.47860E+01    0.14750E+03    0.15480E-01
    0.47860E+01    0.15137E+03    0.14978E-01
    0.47860E+01    0.15537E+03    0.14533E-01
    0.47860E+01    0.15949E+03    0.14164E-01
    0.47860E+01    0.16369E+03    0.13884E-01
    0.47860E+01    0.16798E+03    0.13695E-01
    0.47860E+01    0.17230E+03    0.13585E-01
    0.47860E+01    0.17664E+03    0.13534E-01
    0.48360E+01    0.47495E-01    0.34552E+01
    0.48360E+01    0.10875E+00    0.34551E+01
    0.48360E+01    0.16974E+00    0.34549E+01
    0.48360E+01    0.22981E+00    0.34546E+01
    0.48360E+01    0.28857E+00    0.34542E+01
    0.48360E+01    0.34565E+00    0.34538E+01
    0.48360E+01    0.40072E+00    0.34533E+01
    0.48360E+01    0.45343E+00    0.34528E+01
    0.48360E+01    0.50349E+00    0.34522E+01
    0.48360E+01    0.55060E+00    0.34516E+01
    0.48360E+01    0.59448E+00    0.34510E+01
    0.48360E+01    0.63487E+00    0.34504E+01
    0.48360E+01    0.67154E+00    0.34499E+01
    0.48360E+01    0.70427E+00    0.34493E+01
    0.48360E+01    0.73287E+00    0.34488E+01
    0.48360E+01    0.75716E+00    0.34484E+01
    0.48360E+01    0.77702E+00    0.34480E+01
    0.48360E+01    0.79231E+00    0.34477E+01
    0.48360E+01    0.80296E+00    0.34475E+01
    0.48360E+01    0.80890E+00    0.34474E+01
    0.48360E+01    0.82272E+00    0.34472E+01
    0.48360E+01    0.87351E+00    0.34461E+01
    0.48360E+01    0.95702E+00    0.34443E+01
    0.48360E+01    0.10639E+01    0.34417E+01
    0.48360E+01    0.11858E+01    0.34385E+01
    0.48360E+01    0.13160E+01    0.34346E+01
    0.48360E+01    0.14498E+01    0.34302E+01
    0.48360E+01    0.15834E+01    0.34254E+01
    0.48360E+01    0.17141E+01    0.34203E+01
    0.48360E+01    0.18399E+01    0.34151E+01
    0.48360E+01    0.19590E+01    0.34098E+01
    0.48360E+01    0.20699E+01    0.34045E+01
    0.48360E+01    0.21716E+01    0.33995E+01
    0.48360E+01    0.22630E+01    0.33947E+01
    0.48360E+01    0.23433E+01    0.33904E+01
    0.48360E+01    0.24118E+01    0.33866E+01
    0.48360E+01    0.24680E+01    0.33834E+01
    0.48360E+01    0.25114E+01    0.33809E+01
    0.48360E+01    0.25417E+01    0.33791E+01
    0.48360E+01    0.25586E+01    0.33781E+01
    0.48360E+01    0.26019E+01    0.33755E+01
    0.48360E+01    0.27625E+01    0.33655E+01
    0.48360E+01    0.30267E+01    0.33479E+01
    0.48360E+01    0.33648E+01    0.33232E+01
    0.48360E+01    0.37504E+01    0.32922E+01
    0.48360E+01    0.41625E+01    0.32558E+01
    0.48360E+01    0.45857E+01    0.32151E+01
    0.48360E+01    0.50085E+01    0.31713E+01
    0.48360E+01    0.54224E+01    0.31255E+01
    0.48360E+01    0.58206E+01    0.30789E+01
    0.48360E+01    0.61975E+01    0.30326E+01
    0.48360E+01    0.65489E+01    0.29877E+01
    0.48360E+01    0.68708E+01    0.29452E+01
    0.48360E+01    0.71604E+01    0.29060E+01
    0.48360E+01    0.74148E+01    0.28708E+01
    0.48360E+01    0.76320E+01    0.28402E+01
    0.48360E+01    0.78101E+01    0.28148E+01
    0.48360E+01    0.79476E+01    0.27950E+01
    0.48360E+01    0.80435E+01    0.27810E+01
    0.48360E+01    0.80970E+01    0.27732E+01
    0.48360E+01    0.82342E+01    0.27531E+01
    0.48360E+01    0.87435E+01    0.26773E+01
    0.48360E+01    0.95812E+01    0.25492E+01
    0.48360E+01    0.10654E+02    0.23813E+01
    0.48360E+01    0.11879E+02    0.21883E+01
    0.48360E+01    0.13189E+02    0.19844E+01
    0.48360E+01    0.14536E+02    0.17822E+01
    0.48360E+01    0.15884E+02    0.15907E+01
    0.48360E+01    0.17205E+02    0.14162E+01
    0.48360E+01    0.18478E+02    0.12617E+01
    0.48360E+01    0.19685E+02    0.11281E+01
    0.48360E+01    0.20812E+02    0.10148E+01
    0.48360E+01    0.21847E+02    0.92035E+00
    0.48360E+01    0.22778E+02    0.84284E+00
    0.48360E+01    0.23598E+02    0.78027E+00
    0.48360E+01    0.24298E+02    0.73080E+00
    0.48360E+01    0.24873E+02    0.69281E+00
    0.48360E+01    0.25318E+02    0.66499E+00
    0.48360E+01    0.25628E+02    0.64636E+00
    0.48360E+01    0.25801E+02    0.63622E+00
    0.48360E+01    0.26245E+02    0.61109E+00
    0.48360E+01    0.27897E+02    0.52783E+00
    0.48360E+01    0.30627E+02    0.42044E+00
    0.48360E+01    0.34147E+02    0.32378E+00
    0.48360E+01    0.38201E+02    0.25112E+00
    0.48360E+01    0.42589E+02    0.20011E+00
    0.48360E+01    0.47165E+02    0.16387E+00
    0.48360E+01    0.51817E+02    0.13681E+00
    0.48360E+01    0.56461E+02    0.11570E+00
    0.48360E+01    0.61024E+02    0.98857E-01
    0.48360E+01    0.65445E+02    0.85358E-01
    0.48360E+01    0.69666E+02    0.74540E-01
    0.48360E+01    0.73630E+02    0.65876E-01
    0.48360E+01    0.77284E+02    0.58954E-01
    0.48360E+01    0.80574E+02    0.53468E-01
    0.48360E+01    0.83445E+02    0.49187E-01
    0.48360E+01    0.85848E+02    0.45937E-01
    0.48360E+01    0.87736E+02    0.43581E-01
    0.48360E+01    0.89071E+02    0.42016E-01
    0.48360E+01    0.89823E+02    0.41170E-01
    0.48360E+01    0.90098E+02    0.40865E-01
    0.48360E+01    0.90516E+02    0.40411E-01
    0.48360E+01    0.91257E+02    0.39622E-01
    0.48360E+01    0.92305E+02    0.38546E-01
    0.48360E+01    0.93636E+02    0.37243E-01
    0.48360E+01    0.95220E+02    0.35780E-01
    0.48360E+01    0.97024E+02    0.34224E-01
    0.48360E+01    0.99008E+02    0.32639E-01
    0.48360E+01    0.10113E+03    0.31075E-01
    0.48360E+01    0.10335E+03    0.29573E-01
    0.48360E+01    0.10561E+03    0.28162E-01
    0.48360E+01    0.10788E+03    0.26862E-01
    0.48360E+01    0.11009E+03    0.25684E-01
    0.48360E+01    0.11219E+03    0.24639E-01
    0.48360E+01    0.11414E+03    0.23732E-01
    0.48360E+01    0.11589E+03    0.22969E-01
    0.48360E+01    0.11737E+03    0.22352E-01
    0.48360E+01    0.11856E+03    0.21881E-01
    0.48360E+01    0.11941E+03    0.21556E-01
    0.48360E+01    0.11989E+03    0.21376E-01
    0.48360E+01    0.12011E+03    0.21291E-01
    0.48360E+01    0.12060E+03    0.21114E-01
    0.48360E+01    0.12146E+03    0.20806E-01
    0.48360E+01    0.12270E+03    0.20382E-01
    0.48360E+01    0.12429E+03    0.19863E-01
    0.48360E+01    0.12623E+03    0.19275E-01
    0.48360E+01    0.12848E+03    0.18646E-01
    0.48360E+01    0.13104E+03    0.18000E-01
    0.48360E+01    0.13387E+03    0.17360E-01
    0.48360E+01    0.13696E+03    0.16739E-01
    0.48360E+01    0.14028E+03    0.16144E-01
    0.48360E+01    0.14380E+03    0.15576E-01
    0.48360E+01    0.14750E+03    0.15039E-01
    0.48360E+01    0.15137E+03    0.14539E-01
    0.48360E+01    0.15537E+03    0.14094E-01
    0.48360E+01    0.15949E+03    0.13727E-01
    0.48360E+01    0.16369E+03    0.13456E-01
    0.48360E+01    0.16798E+03    0.13282E-01
    0.48360E+01    0.17230E+03    0.13189E-01
    0.48360E+01    0.17664E+03    0.13151E-01
    0.48860E+01    0.47495E-01    0.40167E+01
    0.48860E+01    0.10875E+00    0.40166E+01
    0.48860E+01    0.16974E+00    0.40164E+01
    0.48860E+01    0.22981E+00    0.40160E+01
    0.48860E+01    0.28857E+00    0.40155E+01
    0.48860E+01    0.34565E+00    0.40150E+01
    0.48860E+01    0.40072E+00    0.40144E+01
    0.48860E+01    0.45343E+00    0.40137E+01
    0.48860E+01    0.50349E+00    0.40130E+01
    0.48860E+01    0.55060E+00    0.40123E+01
    0.48860E+01    0.59448E+00    0.40115E+01
    0.48860E+01    0.63487E+00    0.40108E+01
    0.48860E+01    0.67154E+00    0.40101E+01
    0.48860E+01    0.70427E+00    0.40094E+01
    0.48860E+01    0.73287E+00    0.40088E+01
    0.48860E+01    0.75716E+00    0.40083E+01
    0.48860E+01    0.77702E+00    0.40078E+01
    0.48860E+01    0.79231E+00    0.40075E+01
    0.48860E+01    0.80296E+00    0.40072E+01
    0.48860E+01    0.80890E+00    0.40071E+01
    0.48860E+01    0.82272E+00    0.40067E+01
    0.48860E+01    0.87351E+00    0.40054E+01
    0.48860E+01    0.95702E+00    0.40032E+01
    0.48860E+01    0.10639E+01    0.40000E+01
    0.48860E+01    0.11858E+01    0.39959E+01
    0.48860E+01    0.13160E+01    0.39911E+01
    0.48860E+01    0.14498E+01    0.39857E+01
    0.48860E+01    0.15834E+01    0.39797E+01
    0.48860E+01    0.17141E+01    0.39734E+01
    0.48860E+01    0.18399E+01    0.39668E+01
    0.48860E+01    0.19590E+01    0.39602E+01
    0.48860E+01    0.20699E+01    0.39537E+01
    0.48860E+01    0.21716E+01    0.39474E+01
    0.48860E+01    0.22630E+01    0.39415E+01
    0.48860E+01    0.23433E+01    0.39361E+01
    0.48860E+01    0.24118E+01    0.39314E+01
    0.48860E+01    0.24680E+01    0.39274E+01
    0.48860E+01    0.25114E+01    0.39243E+01
    0.48860E+01    0.25417E+01    0.39221E+01
    0.48860E+01    0.25586E+01    0.39208E+01
    0.48860E+01    0.26019E+01    0.39176E+01
    0.48860E+01    0.27625E+01    0.39052E+01
    0.48860E+01    0.30267E+01    0.38833E+01
    0.48860E+01    0.33648E+01    0.38527E+01
    0.48860E+01    0.37504E+01    0.38142E+01
    0.48860E+01    0.41625E+01    0.37691E+01
    0.48860E+01    0.45857E+01    0.37187E+01
    0.48860E+01    0.50085E+01    0.36645E+01
    0.48860E+01    0.54224E+01    0.36079E+01
    0.48860E+01    0.58206E+01    0.35504E+01
    0.48860E+01    0.61975E+01    0.34934E+01
    0.48860E+01    0.65489E+01    0.34382E+01
    0.48860E+01    0.68708E+01    0.33859E+01
    0.48860E+01    0.71604E+01    0.33377E+01
    0.48860E+01    0.74148E+01    0.32945E+01
    0.48860E+01    0.76320E+01    0.32570E+01
    0.48860E+01    0.78101E+01    0.32259E+01
    0.48860E+01    0.79476E+01    0.32017E+01
    0.48860E+01    0.80435E+01    0.31846E+01
    0.48860E+01    0.80970E+01    0.31751E+01
    0.48860E+01    0.82342E+01    0.31505E+01
    0.48860E+01    0.87435E+01    0.30580E+01
    0.48860E+01    0.95812E+01    0.29021E+01
    0.48860E+01    0.10654E+02    0.26987E+01
    0.48860E+01    0.11879E+02    0.24662E+01
    0.48860E+01    0.13189E+02    0.22225E+01
    0.48860E+01    0.14536E+02    0.19825E+01
    0.48860E+01    0.15884E+02    0.17572E+01
    0.48860E+01    0.17205E+02    0.15536E+01
    0.48860E+01    0.18478E+02    0.13748E+01
    0.48860E+01    0.19685E+02    0.12215E+01
    0.48860E+01    0.20812E+02    0.10925E+01
    0.48860E+01    0.21847E+02    0.98581E+00
    0.48860E+01    0.22778E+02    0.89878E+00
    0.48860E+01    0.23598E+02    0.82893E+00
    0.48860E+01    0.24298E+02    0.77398E+00
    0.48860E+01    0.24873E+02    0.73196E+00
    0.48860E+01    0.25318E+02    0.70130E+00
    0.48860E+01    0.25628E+02    0.68080E+00
    0.48860E+01    0.25801E+02    0.66967E+00
    0.48860E+01    0.26245E+02    0.64213E+00
    0.48860E+01    0.27897E+02    0.55146E+00
    0.48860E+01    0.30627E+02    0.43596E+00
    0.48860E+01    0.34147E+02    0.33364E+00
    0.48860E+01    0.38201E+02    0.25783E+00
    0.48860E+01    0.42589E+02    0.20504E+00
    0.48860E+01    0.47165E+02    0.16752E+00
    0.48860E+01    0.51817E+02    0.13935E+00
    0.48860E+01    0.56461E+02    0.11729E+00
    0.48860E+01    0.61024E+02    0.99720E-01
    0.48860E+01    0.65445E+02    0.85705E-01
    0.48860E+01    0.69666E+02    0.74546E-01
    0.48860E+01    0.73630E+02    0.65660E-01
    0.48860E+01    0.77284E+02    0.58591E-01
    0.48860E+01    0.80574E+02    0.53002E-01
    0.48860E+01    0.83445E+02    0.48651E-01
    0.48860E+01    0.85848E+02    0.45354E-01
    0.48860E+01    0.87736E+02    0.42969E-01
    0.48860E+01    0.89071E+02    0.41387E-01
    0.48860E+01    0.89823E+02    0.40533E-01
    0.48860E+01    0.90098E+02    0.40226E-01
    0.48860E+01    0.90516E+02    0.39768E-01
    0.48860E+01    0.91257E+02    0.38973E-01
    0.48860E+01    0.92305E+02    0.37891E-01
    0.48860E+01    0.93636E+02    0.36583E-01
    0.48860E+01    0.95220E+02    0.35117E-01
    0.48860E+01    0.97024E+02    0.33564E-01
    0.48860E+01    0.99008E+02    0.31986E-01
    0.48860E+01    0.10113E+03    0.30433E-01
    0.48860E+01    0.10335E+03    0.28946E-01
    0.48860E+01    0.10561E+03    0.27552E-01
    0.48860E+01    0.10788E+03    0.26266E-01
    0.48860E+01    0.11009E+03    0.25102E-01
    0.48860E+01    0.11219E+03    0.24068E-01
    0.48860E+01    0.11414E+03    0.23170E-01
    0.48860E+01    0.11589E+03    0.22412E-01
    0.48860E+01    0.11737E+03    0.21799E-01
    0.48860E+01    0.11856E+03    0.21331E-01
    0.48860E+01    0.11941E+03    0.21008E-01
    0.48860E+01    0.11989E+03    0.20829E-01
    0.48860E+01    0.12011E+03    0.20746E-01
    0.48860E+01    0.12060E+03    0.20570E-01
    0.48860E+01    0.12146E+03    0.20264E-01
    0.48860E+01    0.12270E+03    0.19843E-01
    0.48860E+01    0.12429E+03    0.19330E-01
    0.48860E+01    0.12623E+03    0.18749E-01
    0.48860E+01    0.12848E+03    0.18130E-01
    0.48860E+01    0.13104E+03    0.17498E-01
    0.48860E+01    0.13387E+03    0.16875E-01
    0.48860E+01    0.13696E+03    0.16273E-01
    0.48860E+01    0.14028E+03    0.15697E-01
    0.48860E+01    0.14380E+03    0.15143E-01
    0.48860E+01    0.14750E+03    0.14612E-01
    0.48860E+01    0.15137E+03    0.14113E-01
    0.48860E+01    0.15537E+03    0.13668E-01
    0.48860E+01    0.15949E+03    0.13303E-01
    0.48860E+01    0.16369E+03    0.13041E-01
    0.48860E+01    0.16798E+03    0.12884E-01
    0.48860E+01    0.17230E+03    0.12811E-01
    0.48860E+01    0.17664E+03    0.12789E-01
    0.49360E+01    0.47495E-01    0.46319E+01
    0.49360E+01    0.10875E+00    0.46317E+01
    0.49360E+01    0.16974E+00    0.46314E+01
    0.49360E+01    0.22981E+00    0.46310E+01
    0.49360E+01    0.28857E+00    0.46304E+01
    0.49360E+01    0.34565E+00    0.46298E+01
    0.49360E+01    0.40072E+00    0.46290E+01
    0.49360E+01    0.45343E+00    0.46282E+01
    0.49360E+01    0.50349E+00    0.46273E+01
    0.49360E+01    0.55060E+00    0.46264E+01
    0.49360E+01    0.59448E+00    0.46255E+01
    0.49360E+01    0.63487E+00    0.46246E+01
    0.49360E+01    0.67154E+00    0.46237E+01
    0.49360E+01    0.70427E+00    0.46229E+01
    0.49360E+01    0.73287E+00    0.46221E+01
    0.49360E+01    0.75716E+00    0.46215E+01
    0.49360E+01    0.77702E+00    0.46209E+01
    0.49360E+01    0.79231E+00    0.46205E+01
    0.49360E+01    0.80296E+00    0.46202E+01
    0.49360E+01    0.80890E+00    0.46200E+01
    0.49360E+01    0.82272E+00    0.46196E+01
    0.49360E+01    0.87351E+00    0.46180E+01
    0.49360E+01    0.95702E+00    0.46152E+01
    0.49360E+01    0.10639E+01    0.46113E+01
    0.49360E+01    0.11858E+01    0.46063E+01
    0.49360E+01    0.13160E+01    0.46004E+01
    0.49360E+01    0.14498E+01    0.45937E+01
    0.49360E+01    0.15834E+01    0.45863E+01
    0.49360E+01    0.17141E+01    0.45785E+01
    0.49360E+01    0.18399E+01    0.45705E+01
    0.49360E+01    0.19590E+01    0.45624E+01
    0.49360E+01    0.20699E+01    0.45543E+01
    0.49360E+01    0.21716E+01    0.45466E+01
    0.49360E+01    0.22630E+01    0.45394E+01
    0.49360E+01    0.23433E+01    0.45328E+01
    0.49360E+01    0.24118E+01    0.45270E+01
    0.49360E+01    0.24680E+01    0.45221E+01
    0.49360E+01    0.25114E+01    0.45183E+01
    0.49360E+01    0.25417E+01    0.45156E+01
    0.49360E+01    0.25586E+01    0.45140E+01
    0.49360E+01    0.26019E+01    0.45101E+01
    0.49360E+01    0.27625E+01    0.44949E+01
    0.49360E+01    0.30267E+01    0.44680E+01
    0.49360E+01    0.33648E+01    0.44304E+01
    0.49360E+01    0.37504E+01    0.43833E+01
    0.49360E+01    0.41625E+01    0.43280E+01
    0.49360E+01    0.45857E+01    0.42664E+01
    0.49360E+01    0.50085E+01    0.42001E+01
    0.49360E+01    0.54224E+01    0.41310E+01
    0.49360E+01    0.58206E+01    0.40609E+01
    0.49360E+01    0.61975E+01    0.39915E+01
    0.49360E+01    0.65489E+01    0.39243E+01
    0.49360E+01    0.68708E+01    0.38609E+01
    0.49360E+01    0.71604E+01    0.38024E+01
    0.49360E+01    0.74148E+01    0.37500E+01
    0.49360E+01    0.76320E+01    0.37046E+01
    0.49360E+01    0.78101E+01    0.36670E+01
    0.49360E+01    0.79476E+01    0.36377E+01
    0.49360E+01    0.80435E+01    0.36171E+01
    0.49360E+01    0.80970E+01    0.36055E+01
    0.49360E+01    0.82342E+01    0.35759E+01
    0.49360E+01    0.87435E+01    0.34642E+01
    0.49360E+01    0.95812E+01    0.32768E+01
    0.49360E+01    0.10654E+02    0.30334E+01
    0.49360E+01    0.11879E+02    0.27568E+01
    0.49360E+01    0.13189E+02    0.24689E+01
    0.49360E+01    0.14536E+02    0.21876E+01
    0.49360E+01    0.15884E+02    0.19257E+01
    0.49360E+01    0.17205E+02    0.16909E+01
    0.49360E+01    0.18478E+02    0.14865E+01
    0.49360E+01    0.19685E+02    0.13127E+01
    0.49360E+01    0.20812E+02    0.11676E+01
    0.49360E+01    0.21847E+02    0.10483E+01
    0.49360E+01    0.22778E+02    0.95170E+00
    0.49360E+01    0.23598E+02    0.87460E+00
    0.49360E+01    0.24298E+02    0.81423E+00
    0.49360E+01    0.24873E+02    0.76825E+00
    0.49360E+01    0.25318E+02    0.73481E+00
    0.49360E+01    0.25628E+02    0.71251E+00
    0.49360E+01    0.25801E+02    0.70042E+00
    0.49360E+01    0.26245E+02    0.67055E+00
    0.49360E+01    0.27897E+02    0.57281E+00
    0.49360E+01    0.30627E+02    0.44980E+00
    0.49360E+01    0.34147E+02    0.34244E+00
    0.49360E+01    0.38201E+02    0.26391E+00
    0.49360E+01    0.42589E+02    0.20956E+00
    0.49360E+01    0.47165E+02    0.17084E+00
    0.49360E+01    0.51817E+02    0.14159E+00
    0.49360E+01    0.56461E+02    0.11861E+00
    0.49360E+01    0.61024E+02    0.10033E+00
    0.49360E+01    0.65445E+02    0.85839E-01
    0.49360E+01    0.69666E+02    0.74382E-01
    0.49360E+01    0.73630E+02    0.65313E-01
    0.49360E+01    0.77284E+02    0.58125E-01
    0.49360E+01    0.80574E+02    0.52456E-01
    0.49360E+01    0.83445E+02    0.48048E-01
    0.49360E+01    0.85848E+02    0.44715E-01
    0.49360E+01    0.87736E+02    0.42307E-01
    0.49360E+01    0.89071E+02    0.40714E-01
    0.49360E+01    0.89823E+02    0.39854E-01
    0.49360E+01    0.90098E+02    0.39545E-01
    0.49360E+01    0.90516E+02    0.39085E-01
    0.49360E+01    0.91257E+02    0.38287E-01
    0.49360E+01    0.92305E+02    0.37202E-01
    0.49360E+01    0.93636E+02    0.35892E-01
    0.49360E+01    0.95220E+02    0.34429E-01
    0.49360E+01    0.97024E+02    0.32883E-01
    0.49360E+01    0.99008E+02    0.31317E-01
    0.49360E+01    0.10113E+03    0.29781E-01
    0.49360E+01    0.10335E+03    0.28315E-01
    0.49360E+01    0.10561E+03    0.26941E-01
    0.49360E+01    0.10788E+03    0.25675E-01
    0.49360E+01    0.11009E+03    0.24527E-01
    0.49360E+01    0.11219E+03    0.23505E-01
    0.49360E+01    0.11414E+03    0.22616E-01
    0.49360E+01    0.11589E+03    0.21865E-01
    0.49360E+01    0.11737E+03    0.21257E-01
    0.49360E+01    0.11856E+03    0.20792E-01
    0.49360E+01    0.11941E+03    0.20471E-01
    0.49360E+01    0.11989E+03    0.20294E-01
    0.49360E+01    0.12011E+03    0.20211E-01
    0.49360E+01    0.12060E+03    0.20036E-01
    0.49360E+01    0.12146E+03    0.19732E-01
    0.49360E+01    0.12270E+03    0.19315E-01
    0.49360E+01    0.12429E+03    0.18806E-01
    0.49360E+01    0.12623E+03    0.18234E-01
    0.49360E+01    0.12848E+03    0.17625E-01
    0.49360E+01    0.13104E+03    0.17009E-01
    0.49360E+01    0.13387E+03    0.16404E-01
    0.49360E+01    0.13696E+03    0.15823E-01
    0.49360E+01    0.14028E+03    0.15266E-01
    0.49360E+01    0.14380E+03    0.14727E-01
    0.49360E+01    0.14750E+03    0.14203E-01
    0.49360E+01    0.15137E+03    0.13704E-01
    0.49360E+01    0.15537E+03    0.13255E-01
    0.49360E+01    0.15949E+03    0.12891E-01
    0.49360E+01    0.16369E+03    0.12639E-01
    0.49360E+01    0.16798E+03    0.12502E-01
    0.49360E+01    0.17230E+03    0.12453E-01
    0.49360E+01    0.17664E+03    0.12448E-01
    0.49860E+01    0.47495E-01    0.53020E+01
    0.49860E+01    0.10875E+00    0.53017E+01
    0.49860E+01    0.16974E+00    0.53014E+01
    0.49860E+01    0.22981E+00    0.53008E+01
    0.49860E+01    0.28857E+00    0.53002E+01
    0.49860E+01    0.34565E+00    0.52993E+01
    0.49860E+01    0.40072E+00    0.52984E+01
    0.49860E+01    0.45343E+00    0.52974E+01
    0.49860E+01    0.50349E+00    0.52964E+01
    0.49860E+01    0.55060E+00    0.52953E+01
    0.49860E+01    0.59448E+00    0.52941E+01
    0.49860E+01    0.63487E+00    0.52930E+01
    0.49860E+01    0.67154E+00    0.52920E+01
    0.49860E+01    0.70427E+00    0.52910E+01
    0.49860E+01    0.73287E+00    0.52901E+01
    0.49860E+01    0.75716E+00    0.52893E+01
    0.49860E+01    0.77702E+00    0.52886E+01
    0.49860E+01    0.79231E+00    0.52880E+01
    0.49860E+01    0.80296E+00    0.52877E+01
    0.49860E+01    0.80890E+00    0.52875E+01
    0.49860E+01    0.82272E+00    0.52870E+01
    0.49860E+01    0.87351E+00    0.52850E+01
    0.49860E+01    0.95702E+00    0.52817E+01
    0.49860E+01    0.10639E+01    0.52769E+01
    0.49860E+01    0.11858E+01    0.52708E+01
    0.49860E+01    0.13160E+01    0.52636E+01
    0.49860E+01    0.14498E+01    0.52554E+01
    0.49860E+01    0.15834E+01    0.52465E+01
    0.49860E+01    0.17141E+01    0.52370E+01
    0.49860E+01    0.18399E+01    0.52273E+01
    0.49860E+01    0.19590E+01    0.52174E+01
    0.49860E+01    0.20699E+01    0.52076E+01
    0.49860E+01    0.21716E+01    0.51982E+01
    0.49860E+01    0.22630E+01    0.51894E+01
    0.49860E+01    0.23433E+01    0.51814E+01
    0.49860E+01    0.24118E+01    0.51744E+01
    0.49860E+01    0.24680E+01    0.51685E+01
    0.49860E+01    0.25114E+01    0.51638E+01
    0.49860E+01    0.25417E+01    0.51605E+01
    0.49860E+01    0.25586E+01    0.51587E+01
    0.49860E+01    0.26019E+01    0.51538E+01
    0.49860E+01    0.27625E+01    0.51354E+01
    0.49860E+01    0.30267E+01    0.51028E+01
    0.49860E+01    0.33648E+01    0.50571E+01
    0.49860E+01    0.37504E+01    0.50000E+01
    0.49860E+01    0.41625E+01    0.49331E+01
    0.49860E+01    0.45857E+01    0.48585E+01
    0.49860E+01    0.50085E+01    0.47784E+01
    0.49860E+01    0.54224E+01    0.46949E+01
    0.49860E+01    0.58206E+01    0.46104E+01
    0.49860E+01    0.61975E+01    0.45268E+01
    0.49860E+01    0.65489E+01    0.44460E+01
    0.49860E+01    0.68708E+01    0.43697E+01
    0.49860E+01    0.71604E+01    0.42996E+01
    0.49860E+01    0.74148E+01    0.42368E+01
    0.49860E+01    0.76320E+01    0.41824E+01
    0.49860E+01    0.78101E+01    0.41373E+01
    0.49860E+01    0.79476E+01    0.41023E+01
    0.49860E+01    0.80435E+01    0.40777E+01
    0.49860E+01    0.80970E+01    0.40639E+01
    0.49860E+01    0.82342E+01    0.40284E+01
    0.49860E+01    0.87435E+01    0.38953E+01
    0.49860E+01    0.95812E+01    0.36724E+01
    0.49860E+01    0.10654E+02    0.33843E+01
    0.49860E+01    0.11879E+02    0.30588E+01
    0.49860E+01    0.13189E+02    0.27224E+01
    0.49860E+01    0.14536E+02    0.23962E+01
    0.49860E+01    0.15884E+02    0.20950E+01
    0.49860E+01    0.17205E+02    0.18273E+01
    0.49860E+01    0.18478E+02    0.15961E+01
    0.49860E+01    0.19685E+02    0.14011E+01
    0.49860E+01    0.20812E+02    0.12395E+01
    0.49860E+01    0.21847E+02    0.11076E+01
    0.49860E+01    0.22778E+02    0.10014E+01
    0.49860E+01    0.23598E+02    0.91714E+00
    0.49860E+01    0.24298E+02    0.85147E+00
    0.49860E+01    0.24873E+02    0.80165E+00
    0.49860E+01    0.25318E+02    0.76553E+00
    0.49860E+01    0.25628E+02    0.74149E+00
    0.49860E+01    0.25801E+02    0.72848E+00
    0.49860E+01    0.26245E+02    0.69639E+00
    0.49860E+01    0.27897E+02    0.59200E+00
    0.49860E+01    0.30627E+02    0.46210E+00
    0.49860E+01    0.34147E+02    0.35029E+00
    0.49860E+01    0.38201E+02    0.26945E+00
    0.49860E+01    0.42589E+02    0.21373E+00
    0.49860E+01    0.47165E+02    0.17387E+00
    0.49860E+01    0.51817E+02    0.14356E+00
    0.49860E+01    0.56461E+02    0.11966E+00
    0.49860E+01    0.61024E+02    0.10071E+00
    0.49860E+01    0.65445E+02    0.85785E-01
    0.49860E+01    0.69666E+02    0.74073E-01
    0.49860E+01    0.73630E+02    0.64858E-01
    0.49860E+01    0.77284E+02    0.57580E-01
    0.49860E+01    0.80574E+02    0.51848E-01
    0.49860E+01    0.83445E+02    0.47398E-01
    0.49860E+01    0.85848E+02    0.44035E-01
    0.49860E+01    0.87736E+02    0.41611E-01
    0.49860E+01    0.89071E+02    0.40009E-01
    0.49860E+01    0.89823E+02    0.39146E-01
    0.49860E+01    0.90098E+02    0.38837E-01
    0.49860E+01    0.90516E+02    0.38375E-01
    0.49860E+01    0.91257E+02    0.37575E-01
    0.49860E+01    0.92305E+02    0.36489E-01
    0.49860E+01    0.93636E+02    0.35182E-01
    0.49860E+01    0.95220E+02    0.33725E-01
    0.49860E+01    0.97024E+02    0.32190E-01
    0.49860E+01    0.99008E+02    0.30641E-01
    0.49860E+01    0.10113E+03    0.29128E-01
    0.49860E+01    0.10335E+03    0.27685E-01
    0.49860E+01    0.10561E+03    0.26336E-01
    0.49860E+01    0.10788E+03    0.25093E-01
    0.49860E+01    0.11009E+03    0.23964E-01
    0.49860E+01    0.11219E+03    0.22956E-01
    0.49860E+01    0.11414E+03    0.22076E-01
    0.49860E+01    0.11589E+03    0.21332E-01
    0.49860E+01    0.11737E+03    0.20728E-01
    0.49860E+01    0.11856E+03    0.20266E-01
    0.49860E+01    0.11941E+03    0.19948E-01
    0.49860E+01    0.11989E+03    0.19771E-01
    0.49860E+01    0.12011E+03    0.19688E-01
    0.49860E+01    0.12060E+03    0.19515E-01
    0.49860E+01    0.12146E+03    0.19213E-01
    0.49860E+01    0.12270E+03    0.18799E-01
    0.49860E+01    0.12429E+03    0.18296E-01
    0.49860E+01    0.12623E+03    0.17731E-01
    0.49860E+01    0.12848E+03    0.17134E-01
    0.49860E+01    0.13104E+03    0.16533E-01
    0.49860E+01    0.13387E+03    0.15949E-01
    0.49860E+01    0.13696E+03    0.15390E-01
    0.49860E+01    0.14028E+03    0.14854E-01
